index,title,article_url,date,time,author,excerpt,section,date_dt
425,Το Τέξας αντιμέτωπο με τη μεγαλύτερη πυρκαγιά στην ιστορία του,https://www.athensvoice.gr/epikairotita/diethni/839260/texas-i-megaluteri-purkagia-stin-istoria-tou/,2024-03-01,09:16:21,Newsroom,Τέξας: Η μεγαλύτερη πυρκαγιά στην ιστορία του - Περισσότερα από 5.098.000 στρέμματα έχουν γίνει στάχτη,Κοσμος,2024-03-01
426,Ζελένσκι: Οι ρωσικές δυνάμεις θα επιχειρήσουν άλλη μία επίθεση στο τέλος του Μαΐου,https://www.athensvoice.gr/epikairotita/diethni/838342/zelenski-oi-rosikes-dunameis-tha-epiheirisoun-alli-mia-epithesi-sto-telos-tou-maiou/,2024-02-25,20:27:00,Newsroom,Βολοντίμιρ Ζελένσκι: Οι ρωσικές δυνάμεις θα επιχειρήσουν άλλη μία επίθεση κατά της Ουκρανίας στο τέλος του Μαΐου ή το καλοκαίρι,Κοσμος,2024-02-25
427,Αυξάνονται οι νεκροί από την πυρκαγιά στη 14ώροφη πολυκατοικία στην Ισπανία,https://www.athensvoice.gr/epikairotita/diethni/838194/ispania-auxanodai-oi-nekroi-apo-tin-purkagia/,2024-02-23,16:38:36,Newsroom,Ισπανία: Αυξάνονται οι νεκροί από την πυρκαγιά - 10 επιβεβαιωμένοι και αρκετοί αγνοούμενοι - Τριήμερο πένθος στη μνήμη των ανθρώπων κήρυξε η Βαλένθια,Κοσμος,2024-02-23
428,«Στο κυνήγι» του Όλεγκ Ναβάλνι οι ρωσικές αρχές - Ανοίγουν νέα ποινική υπόθεση,https://www.athensvoice.gr/epikairotita/diethni/837629/navalni-sto-kunigi-tou-aderfou-oi-rosikes-arhes/,2024-02-20,15:19:26,Newsroom,"Ναβάλνι: Στο «κυνήγι» του αδερφού οι ρωσικές αρχές - Φοβάται για τη ζωή του ο Ilya Yashin, φυλακισμένο μέλος της ρωσικής αντιπολίτευσης",Κοσμος,2024-02-20
429,Πυρκαγιά σε διαμέρισμα στο κέντρο της Αθήνας,https://www.athensvoice.gr/epikairotita/ellada/837300/purkagia-se-diamerisma-sto-kedro-tis-athinas/,2024-02-19,05:19:54,Newsroom,Πυρκαγιά σε διαμέρισμα στο κέντρο της Αθήνας - Απεγκλωβίστηκαν τρία άτομα,Ελλαδα,2024-02-19
430,Σεμινάριο για τις βασικές αρχές γευσιγνωσίας παρθένων ελαιόλαδων,https://www.athensvoice.gr/advertorial/market/837079/seminario-gia-tis-vasikes-arhes-geusignosias-parthenon-elaioladon/,2024-02-16,15:53:17,Market News,Σεμινάριο για τις βασικές αρχές γευσιγνωσίας παρθένων ελαιόλαδων πραγματοποιείται το Σάββατο 24 Φεβρουαρίου 2024 στις 11 π.μ. (4 ώρες) στο χώρο της Open Farm Agora,Market,2024-02-16
431,Αγίου Βαλεντίνου: 14 ταινίες ιδανικές για movie date,https://www.athensvoice.gr/politismos/kinimatografos/833248/agiou-valedinou-141-idanikes-tainies-gia-date-night/,2024-02-14,05:19:00,Κατερίνα Καμπόσου,Οι πιο ρομαντικές ταινίες για του Αγίου Βαλεντίνου,Κινηματογραφος,2024-02-14
432,Αγίου Βαλεντίνου: 25 διάσημες ατάκες για τον έρωτα και τις σχέσεις,https://look.athensvoice.gr/look/sheseis/833519/agiou-valedinou-25-diasimes-atakes-gia-ton-erota-kai-tis-sheseis/,2024-02-14,05:18:20,Κατερίνα Καμπόσου,Ρομαντικές ατάκες διασήμων για την ημέρα του Αγίου Βαλεντίνου,Σχεσεις,2024-02-14
433,Σήμερα η αγόρευση του εισαγγελέα για την τραγωδία στο Μάτι,https://www.athensvoice.gr/epikairotita/ellada/836429/purkagia-sto-mati-simera-i-agoreusi-tou-eisaggelea-gia-tin-tragodia/,2024-02-13,05:36:00,Newsroom,Πυρκαγιά στο Μάτι: Σήμερα η αγόρευση του εισαγγελέα για την τραγωδία - Για ποιους θα εισηγηθεί ενοχή ή απαλλαγή,Ελλαδα,2024-02-13
434,Πυρκαγιά στο μεγαλύτερο πάρκο αναψυχής της Σουηδίας - 12 τραυματίες,https://www.athensvoice.gr/epikairotita/diethni/836409/souidia-purkagia-sto-megalutero-parko-anapsuhis-12-traumaties/,2024-02-12,18:20:43,Newsroom,Σουηδία: Δώδεκα ελαφρά τραυματίες από πυρκαγιά στο μεγαλύτερο πάρκο αναψυχής στη χώρα - Εκκενώσεις κτιρίων στο κέντρο του Γκέτεμποργκ.,Κοσμος,2024-02-12
435,Ζάκυνθος: Υπό έλεγχο η πυρκαγιά στο χωριό Εξωχώρα - Ενισχύθηκαν οι δυνάμεις της Πυροσβεστικής,https://www.athensvoice.gr/epikairotita/ellada/836137/zakunthos-fotia-upo-elegho-i-purkagia-sto-horio-exohora/,2024-02-11,06:30:13,Newsroom,Ζάκυνθος: Υπό έλεγχο η πυρκαγιά στο χωριό Εξωχώρα - Ολονύχτια η «μάχη» με τις φλόγες,Ελλαδα,2024-02-11
436,Η ημέρα που δεν ξεκίνησε βασικός ο ΛεΜπρόν Τζέιμς,https://debut.gr/2024/02/07/i-mera-pou-o-lebron-james-den-ksekinise-vasikos/,2024-02-09,11:10:00,Debut,Μία και μοναδική φορά ο Lebron James δεν ξεκίνησε βασικός στο NBA και αυτό γιατί υπήρχε ιδιαίτερος λόγος. Γυρνάμε τον χρόνο πίσω και θυμόμαστε γιατί.,Αθλητισμος,2024-02-09
437,Απόφαση σταθμός στις ΗΠΑ: Μητέρα καταδικάστηκε για τις μαζικές δολοφονίες του ανήλικου γιου της,https://www.athensvoice.gr/epikairotita/diethni/835613/hpa-mitera-katadikastike-tis-mazikes-dolofonies-tou-anilikou-giou-tis/,2024-02-07,14:05:00,Newsroom,HΠΑ: Μητέρα καταδικάστηκε τις μαζικές δολοφονίες του ανήλικου γιου της σε σχολείο,Κοσμος,2024-02-07
438,Εθνική τραγωδία στη Χιλή: Στους 112 ανέρχονται οι νεκροί από τις πυρκαγιές - 40 ενεργές εστίες,https://www.athensvoice.gr/epikairotita/diethni/835140/hili-purkagies-stous-112-anerhodai-oi-nekroi/,2024-02-05,06:33:00,Newsroom,Χιλή - Πυρκαγιές: Στους 112 ανέρχονται οι νεκροί - «Η χώρα θα πρέπει να προετοιμαστεί για περισσότερα άσχημα νέα» ανέφερε ο πρόεδρος Μπόριτς,Κοσμος,2024-02-05
439,Δεκάδες νεκροί στις πυρκαγιές στη Χιλή - Αυξάνεται ο απολογισμός των θυμάτων,https://www.athensvoice.gr/epikairotita/diethni/835073/hili-dekades-nekroi-stis-purkagies/,2024-02-04,07:17:45,Newsroom,Χιλή: Τουλάχιστον 51 νεκροί στις πυρκαγιές - Καταστροφή χωρίς προηγούμενο - Κάηκαν 430.000 στρέμματα δάσους - Θα αυξηθεί ο αριθμός των θυμάτων.,Κοσμος,2024-02-04
440,Διαψεύδονται οι μαζικές παραιτήσεις στην ελληνική φρεγάτα που πηγαίνει Ερυθρά Θάλασσα,https://www.athensvoice.gr/epikairotita/ellada/832862/polemiko-nautiko-diapseudodai-oi-mazikes-apostrateies-sti-fregata-udra/,2024-01-19,18:13:00,Newsroom,Πολεμικό Ναυτικό: Διαψεύδονται οι μαζικές αποστρατείες στη φρεγάτα «Ύδρα» λόγω αποστολής στην Ερυθρά Θάλασσα,Ελλαδα,2024-01-19
441,10 κλασικές ταινίες γουέστερν που ίσως δεν έχετε δει ποτέ,https://popup.gr/arts/cinema/12797-10-klasikes-tainies-gouestern-pou-isos-den-exete-dei-pote,2024-01-19,10:04:13,Pop Up Team,,Κινηματογραφος,2024-01-19
442,«Αγνοούνται» τα 100 εκατ. δολάρια που υποσχέθηκε ο Τζεφ Μπέζος μετά την πυρκαγιά στο Μάουι,https://www.athensvoice.gr/epikairotita/diethni/832712/bezos-agnooudai-100-ekat-dolaria-pou-uposhethike-meta-tin-purkagia-sto-maoui/,2024-01-18,18:15:00,Newsroom,Μπέζος: Δεν έδωσε τα 100 εκατ. δολάρια που υποσχέθηκε μετά την πυρκαγιά στο Μάουι,Κοσμος,2024-01-18
443,«Μέρες Μαγικές με Γρανίτες και Ταμ Ταμ»: Απόσπασμα από το βιβλίο του Γιάννη Ηλίδη,https://www.athensvoice.gr/politismos/vivlio/832370/giannis-ilidis-meres-magikes-me-granites-kai-tam-tam/,2024-01-17,14:43:49,A.V. Team,"Διαβάστε δύο αποσπάσματα από το βιβλίο «Μέρες Μαγικές με Γρανίτες και Ταμ Ταμ» του Γιάννη Ηλίδη, που κυκλοφορεί από τις εκδόσεις ATHENS VOICE BOOKS",Βιβλιο,2024-01-17
444,"Πυρκαγιά σε γνωστή γκαλερί του Σιάτλ - Πιστεύεται ότι χάθηκαν έργα των Πικάσο, Γκόγια και Ρέμπραντ",https://www.athensvoice.gr/epikairotita/diethni/832449/pikaso-gogia-rebrad-erga-isos-hathikan-se-purkagia-sto-siatl/,2024-01-17,11:09:03,Newsroom,"Έργα των Πικάσο, Γκόγια και Ρέμπραντ πιστεύεται ότι χάθηκαν σε πυρκαγιά σε γκαλερί του Σιάτλ - Θα περάσουν εβδομάδες μέχρι να εξακριβωθεί η έκταση της ζημιάς",Κοσμος,2024-01-17
445,Πυρκαγιά σε διαμέρισμα στη Συγγρού - Εντοπίστηκε ηλικιωμένος χωρίς τις αισθήσεις του,https://www.athensvoice.gr/epikairotita/ellada/832227/purkagia-se-diamerisma-sti-suggrou/,2024-01-16,09:34:00,Newsroom,Πυρκαγιά σε διαμέρισμα στη Συγγρού – Εντοπίστηκε ηλικιωμένος χωρίς τις αισθήσεις του,Ελλαδα,2024-01-16
446,Η Lidl Ελλάς απορροφά τον ΦΠΑ σε πάνω από 60 προϊόντα βασικής ανάγκης,https://www.athensvoice.gr/advertorial/market/831770/i-lidl-ellas-aporrofa-ton-fpa-sepano-apo-60-proioda-vasikis-anagis/,2024-01-12,17:03:45,Market News,Η Lidl Ελλάς προχωρά σε μείωση τιμής ίση με την αξία του ΦΠΑ στα πιο βασικά τρόφιμα,Market,2024-01-12
447,Τι περιλαμβάνει το νέο νομοσχέδιο για την ασφάλιση ιδιωτών έναντι φυσικών καταστροφών,https://www.athensvoice.gr/epikairotita/ellada/831374/fusikes-katastrofes-ti-perilamvanei-to-neo-nomoshedio-gia-tin-idiotiki-asfalisi/,2024-01-09,19:03:00,Newsroom,Φυσικές καταστροφές: Τι περιλαμβάνει το νέο νομοσχέδιο,Ελλαδα,2024-01-09
448,"Οι 2 βασικές απαγορεύσεις, απαραίτητες για τη διατήρηση της κοινωνικής συνοχής",https://www.athensvoice.gr/epikairotita/politiki-oikonomia/831003/oi-2-vasikes-apagoreuseis-aparaitites-gia-ti-diatirisi-tis-koinonikis-sunohis/,2024-01-06,15:06:50,Ανδρέας Βασιλιάς,Οι δολοφονίες στη χώρα μας και οι βασικές απαγορεύσεις για τη διατήρηση της οικογενειακής και κατά προέκταση της κοινωνικής συνοχής,Πολιτικη & Οικονομια,2024-01-06
449,Πυρκαγιά σε νοσοκομείο στη Γερμανία με έναν νεκρό και έξι σοβαρά τραυματίες,https://www.athensvoice.gr/epikairotita/diethni/830872/germania-purkagia-se-nosokomeio-nekros-kai-traumaties/,2024-01-05,06:56:00,Newsroom,Γερμανία: Πυρκαγιά σε νοσοκομείο - Ένας νεκρός και τραυματίες - Η ανακοίνωση της αστυνομίας,Κοσμος,2024-01-05
450,ΟΗΕ: Καταδίκασε τη Ρωσία για το μπαράζ πυραυλικών επιθέσεων στην Ουκρανία,https://www.athensvoice.gr/epikairotita/diethni/830388/oie-ektakto-sumvoulio-asfaleias-meta-tis-rosikes-epitheseis/,2023-12-30,06:08:07,Newsroom,ΟΗΕ: Το Συμβούλιο Ασφαλείας συνεδρίασε εκτάκτως στον απόηχο των ρωσικών επιθέσεων,Κοσμος,2023-12-30
451,Μάσκες σε νοσοκομεία και χώρους με συνωστισμό συστήνει ο ΕΟΔΥ μετά την έξαρση του κορωνοϊού,https://www.athensvoice.gr/epikairotita/covid-19/830367/koronoios-maskes-se-nosokomeia-kai-horous-me-sunostismo-sustinei-o-eodu/,2023-12-29,16:14:00,Newsroom,ΕΟΔΥ: Τα μέτρα για τον περιορισμό κυκλοφορίας του κορωνοϊού,COVID 19,2023-12-29
452,2023: Μια χρονιά καταστροφικών δασικών πυρκαγιών στον κόσμο,https://www.athensvoice.gr/epikairotita/diethni/830323/2023-mia-hronia-katastrofikon-dasikon-purkagion-ston-kosmo/,2023-12-29,08:07:44,Newsroom,,Κοσμος,2023-12-29
453,Εντός της ημέρας οι ανακοινώσεις του ΕΟΔΥ για τις μάσκες σε κλειστούς χώρους και νοσοκομεία,https://www.athensvoice.gr/epikairotita/ellada/830316/koronoios-edos-tis-imeras-oi-anakoinoseis-tou-eodu/,2023-12-29,06:58:25,Newsroom,Κορωνοϊός: Εντός της ημέρας οι ανακοινώσεις του ΕΟΔΥ για τις μάσκες - Ανησυχία για την αύξηση των κρουσμάτων κορονοϊού και γρίπης,Ελλαδα,2023-12-29
454,Πυρκαγιά σε διαμέρισμα στο κέντρο της Αθήνας,https://www.athensvoice.gr/epikairotita/ellada/830106/purkagia-se-diamerisma-sto-kedro-tis-athinas/,2023-12-27,10:26:00,Newsroom,Πυρκαγιά σε διαμέρισμα στο κέντρο της Αθήνας - Αναφορές για εγκλωβισμένο,Ελλαδα,2023-12-27
455,Πού θα δεις εντελώς δωρεάν 45 κλασικές και νέες χριστουγεννιάτικες ταινίες,https://www.athensvoice.gr/life/tv-series/828971/pou-tha-deis-edelos-dorean-45-klasikes-kai-nees-hristougenniatikes-tainies/,2023-12-20,10:56:11,Ζένια Πιττακή,"Nova: Δωρεάν όλο το περιεχόμενο της ΕΟΝ για τις γιορτές, έως τις 10 Ιανουαρίου. Δες όλες τις χριστουγεννιάτικες ταινίες στο κανάλι Nova Christmas.",TV + Series,2023-12-20
456,Φορολογικό: Τέσσερις βασικές βελτιωτικές παρεμβάσεις στο νομοσχέδιο,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/827393/forologiko-4-vasikes-veltiotikes-paremvaseis/,2023-12-07,10:01:08,Newsroom,Φορολογικό: 4 βασικές βελτιωτικές παρεμβάσεις στο νομοσχέδιο - Ποιες είναι οι τέσσερις βελτιωτικές παρεμβάσεις που ανακοίνωσε ο Κωστής Χατζηδάκης,Πολιτικη & Οικονομια,2023-12-07
457,Κικίλιας: Κακούργημα πλέον η αμέλεια που προκαλεί πυρκαγιά στις ημέρες πολυ υψηλής και ακραίας επικινδυνότητας,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/826674/kikilias-kakourgima-i-ameleia-pou-prokalei-purkagia/,2023-12-02,10:06:44,Newsroom,Κικίλιας: Κακούργημα η αμέλεια που προκαλεί πυρκαγιά - Για την αυστηροποίηση των ποινών στους εμπρηστές μίλησε ο υπουργός Κλιματικής Κρίσης και Πολιτικής Προστασίας,Πολιτικη & Οικονομια,2023-12-02
458,Πυρκαγιά τώρα σε διαμέρισμα στον Άγιο Δημήτριο Αττικής,https://www.athensvoice.gr/epikairotita/ellada/825676/purkagia-tora-se-diamerisma-ston-agio-dimitrio-attikis/,2023-11-26,20:38:20,Newsroom,Πυρκαγιά τώρα σε διαμέρισμα στον Άγιο Δημήτριο Αττικής - Απεγκλωβισμός ηλικιωμένης - Ισχυρές δυνάμεις της Πυροσβεστικής,Ελλαδα,2023-11-26
459,Εστιατόριο Μανιτάρι: Μαγικές μαγειρικές στη Σοφούλη της Θεσσαλονίκης,https://www.athensvoice.gr/life/geusi/resto/825153/estiatorio-manitari-magikes-mageirikes-sti-thessaloniki/,2023-11-25,11:35:00,Στέφανος Τσιτσόπουλος,"Εστιατόριο Μανιτάρι: Δοκιμάσαμε την κουζίνα του εστιατορίου της Θεσσαλονίκης, όπου consulting chef είναι ο Δημήτρης Παμπόρης.",Resto,2023-11-25
460,Παγκόσμια διάκριση φοιτητών του ΑΠΘ για πρόταση αντιμετώπισης των δασικών πυρκαγιών,https://www.athensvoice.gr/life/tehnologia-epistimi/825562/apth-pagosmia-diakrisi-foititon-protasi-gia-tis-purkagies/,2023-11-25,08:19:57,Newsroom,Θεσσαλονίκη: Παγκόσμια διάκριση φοιτητικής ομάδας του ΑΠΘ για πρόταση αντιμετώπισης των δασικών πυρκαγιών - Ασημένιο μετάλλιο και ειδικό βραβείο στο iGEM 2023.,Τεχνολογια - Επιστημη,2023-11-25
461,4 δήμοι της Εύβοιας ζητούν από το ΣτΕ να μην γίνουν αιολικοί σταθμοί σε δασικές εκτάσεις,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/823444/euvoia-dasikes-ektaseis-dimoi-zitoun-na-min-ginoun-aiolikoi-stathmoi/,2023-11-09,16:29:00,Newsroom,Εύβοια: Δήμοι ζητούν να μην γίνουν αιολικοί σταθμοί οι δασικές εκτάσεις - Οι αποφάσεις αναμένεται να δημοσιευθούν στις αρχές του νέου έτους,Πολιτικη & Οικονομια,2023-11-09
462,Halloween 2023: Πώς μεταμφιέστηκαν οι διάσημες stars του εξωτερικού,https://look.athensvoice.gr/look/celebrities/822279/halloween-2024-pos-metamfiestikan-oi-diasimes-stars-tou-exoterikou/,2023-11-01,15:24:00,Κατερίνα Καμπόσου,Halloween: Οι μεταμφιέσεις των celebrities. Από τη Heidi Klum στην Winnie Harlow.,Celebrities,2023-11-01
463,Νέα περιστατικά βεβήλωσης εβραϊκών μνημείων στην Ευρώπη - Σε Βιέννη και Ρώμη,https://www.athensvoice.gr/epikairotita/diethni/822317/austria-purkagia-ston-evraiko-tomea-tou-nekrotafeiou-tis-viennis/,2023-11-01,14:28:00,Newsroom,Αυστρία: Πυρκαγιά στον εβραϊκό τομέα του νεκροταφείου της Βιέννης - Έρευνα για αντισημιτική επίθεση - Βεβηλώθηκε αντιναζιστικό μνημείο και στη Ρώμη.,Κοσμος,2023-11-01
464,7 κλασικές ταινίες τρόμου για το απόλυτο «trick or treat» Haloween πάρτι,https://www.athensvoice.gr/politismos/kinimatografos/821277/halloween-7-klasikes-tainies-tromou/,2023-10-27,11:02:49,Αλεξάνδρα Μπρουντζάκη,Halloween: Το βράδυ της 31ης Οκτωβρίου πλησιάζει - 7 horror ταινίες για να «ντύσετε» με spooky ατμόσφαιρα το σπίτι σας,Κινηματογραφος,2023-10-27
465,"Η τεχνητή νοημοσύνη στη μάχη με τις πυρκαγιές - Ξεκίνησαν οι δοκιμές, όλος ο σχεδιασμός",https://www.athensvoice.gr/epikairotita/ellada/821237/tehniti-noimosuni-sti-mahi-me-tis-purkagies-xekinisan-oi-dokimes/,2023-10-25,13:17:00,Newsroom,Τεχνητή νοημοσύνη: Στον σχεδιασμό της κυβέρνησης για τη μάχη με τις πυρκαγιές - Πραγματοποιήθηκε η πρώτη δοκιμαστική λειτουργία στην Πεντέλη.,Ελλαδα,2023-10-25
466,Φωτιά ξέσπασε σε διαμέρισμα πίσω από το θερινό Δημοτικό Θέατρο Λαμίας,https://www.athensvoice.gr/epikairotita/ellada/819827/fotia-purkagia-xespase-se-diamerisma-sti-lamia/,2023-10-16,13:38:30,Newsroom,Λαμία: Φωτιά σε διαμέρισμα πίσω από το Δημοτικό Θέατρο - Το χρονικό του περιστατικού,Ελλαδα,2023-10-16
467,Φωτιά σε δασική έκταση στην περιοχή Ανατολή Νέας Μάκρης Αττικής,https://www.athensvoice.gr/epikairotita/ellada/819106/fotia-se-dasiki-ektasi-stin-periohi-anatoli-neas-makris-attikis/,2023-10-11,11:29:14,Newsroom,Φωτιά σε δασική έκταση στην περιοχή Ανατολή Νέας Μάκρης Αττικής - Η ενημέρωση της Πυροσβεστικής,Ελλαδα,2023-10-11
468,Τουλάχιστον τέσσερις ανήλικοι έχασαν τη ζωή τους σε πυρκαγιά στην πόλη Βίγο της Ισπανίας,https://www.athensvoice.gr/epikairotita/diethni/819039/ispania-toulahiston-4-anilikoi-ehasan-ti-zoi-tous-se-purkagia/,2023-10-11,08:19:14,Newsroom,Ισπανία: Τουλάχιστον 4 ανήλικοι έχασαν τη ζωή τους σε πυρκαγιά - Ήταν ηλικίας 9 με 14 ετών,Κοσμος,2023-10-11
469,Συναγερμός στην Πυροσβεστική - Πυρκαγιά σε διαμέρισμα στο Γουδή,https://www.athensvoice.gr/epikairotita/ellada/819007/purosvestiki-purkagia-se-diamerisma-sto-goudi/,2023-10-11,06:22:00,Newsroom,Πυροσβεστική: Πυρκαγιά σε διαμέρισμα στο Γουδή - Στο σημείο έσπευσαν 15 πυροσβέστες με 4 οχήματα,Ελλαδα,2023-10-11
470,Κλειστό το αεροδρόμιο του Λούτον στην Βρετανία λόγω πυρκαγιάς σε πάρκινγκ,https://www.athensvoice.gr/epikairotita/diethni/818989/vretania-kleisto-to-aerodromio-tou-louton-logo-purkagias/,2023-10-11,04:43:25,Newsroom,Βρετανία: Κλειστό το αεροδρόμιο του Λούτον λόγω πυρκαγιάς - Αναβάλλονται οι πτήσεις ως το μεσημέρι,Κοσμος,2023-10-11
471,Σε εξέλιξη οι αιτήσεις για την επιδότηση ενοικίου μετά από φυσικές καταστροφές,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/818862/epidotisi-enoikiou-aitiseis-afora-fusikes-katastrofes/,2023-10-10,08:09:31,Newsroom,Επιδότηση ενοικίου: Αιτήσεις - Αφορά φυσικές καταστροφές - Όλες οι πληροφορίες,Πολιτικη & Οικονομια,2023-10-10
472,"Podcast, Κυριακές του Κόσμου | Φυσικές καταστροφές και πολιτική προστασία",https://www.athensvoice.gr/epikairotita/ellada/818498/podcast-kuriakes-tou-kosmou-fusikes-katastrofes-politiki-prostasia/,2023-10-08,07:55:00,Νίκος Παναγιώτου - Χρήστος Α. Φραγκονικολόπουλος,Tο podcast «Οι Κυριακές του Κόσμου» με τον Νίκο Παναγιώτου και τον Χρήστο Α. Φραγκονικολόπουλο - Οι φυσικές καταστροφές και η πολιτική προστασία,Ελλαδα,2023-10-08
473,«Καμπανάκι» από Scope για το κόστος των δασικών πυρκαγιών στην Ελλάδα,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/818450/purkagies-kabanaki-apo-scope-gia-to-kostos-tous/,2023-10-06,18:24:49,Newsroom,Scope: Εφιαλτικά σενάρια για τις πυρκαγιές στην Ελλάδα – Σε κίνδυνο τα προάστια της Αττικής,Πολιτικη & Οικονομια,2023-10-06
474,180 εκατομμύρια στρέμματα από 160 πυρκαγιές κάηκαν στον Καναδά -  200.000 άνθρωποι έφυγαν από τα σπίτια τους,https://www.athensvoice.gr/epikairotita/diethni/817588/kanadasi-heiroteri-epohi-ton-purkagion-pou-ehei-katagrafei-pote/,2023-10-02,08:38:23,Newsroom,Καναδάς:Η χειρότερη εποχή των πυρκαγιών που έχει καταγραφεί ποτέ - 200.000 άνθρωποι έφυγαν από τα σπίτια τους,Κοσμος,2023-10-02
475,Τεράστια πυρκαγιά στην Αίγυπτο - Τουλάχιστον 38 τραυματίες,https://www.athensvoice.gr/epikairotita/diethni/817579/aiguptos-purkagia-me-pollous-traumaties/,2023-10-02,08:21:08,Newsroom,Τεράστια πυρκαγιά στην Αίγυπτο με τουλάχιστον 38 τραυματίες - Άγνωστα τα αίτια για το πώς προκλήθηκε,Κοσμος,2023-10-02
476,Οι φυσικές καταστροφές απειλούν πλεόνασμα και ανάπτυξη,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/817209/oi-fusikes-katastrofes-apeiloun-tin-epiteuxi-ton-stohon-gia-pleonasma/,2023-09-28,15:22:03,Newsroom,"Oι οικονομικές εξελίξεις χαρακτηρίζονται από αβεβαιότητα, λαμβάνοντας υπόψη τις καταστροφικές επιπτώσεις των καλοκαιρινών πυρκαγιών και των ακραίων βροχοπτώσεων στη Θεσσαλία",Πολιτικη & Οικονομια,2023-09-28
477,"«Μια βραδιά κάτω από την ελιά», τρεις μαγικές νύχτες στη Νάξο",https://www.athensvoice.gr/politismos/mousiki/817189/mia-vradia-kato-apo-tin-elia-treis-magikes-nuhtes-sti-naxo/,2023-09-28,14:40:33,Νατάσσα Καρυστινού,«Μια βραδιά κάτω από την ελιά»: η πολιτιστική πρωτοβουλία στη Νάξο ολοκληρώθηκε με επιτυχία,Μουσικη,2023-09-28
478,10 υπέροχες κλασικές ταινίες των 90s που πιθανότατα δεν έχετε δει ποτέ,https://popup.gr/arts/cinema/6025-10-yperoxes-klasikes-tainies-ton-90s-pou-pithanotata-den-exete-dei-pote,2023-09-27,08:43:51,Pop Up Team,10 υπέροχες κλασικές ταινίες των 90s που πιθανότατα δεν έχετε δει ποτέ,Κινηματογραφος,2023-09-27
479,"«Μaestro», το σύστημα τηλεμετρίας του ΑΠΘ που προβλέπει σε πραγματικό χρόνο την εξάπλωση δασικών πυρκαγιών",https://www.athensvoice.gr/epikairotita/ellada/816772/apth-sustima-tilemetrias-gia-tin-provlepsi-dasikon-purkagion/,2023-09-26,05:35:42,Newsroom,"«Μaestro», το σύστημα τηλεμετρίας του ΑΠΘ που προβλέπει σε πραγματικό χρόνο την εξάπλωση δασικών πυρκαγιών - Πρώτη δοκιμή με ελεγχόμενη φωτιά στο Αγρόκτημα",Ελλαδα,2023-09-26
480,Νέος οδικός χάρτης για τις αγοραπωλησίες ακινήτων και την αγορά βραχυχρόνιας μίσθωσης - Όλες οι αλλαγές,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/816511/agorapolisia-akiniton-vrahuhronia-misthosi-oi-nees-domikes-allages/,2023-09-24,06:30:50,Newsroom,Ο νέος οδικός χάρτης για τις αγοραπωλησίες ακινήτων και την αγορά βραχυχρόνιας μίσθωσης - Οι δομικές αλλαγές του υπουργείου Εθνικής Οικονομίας και Οικονομικών.,Πολιτικη & Οικονομια,2023-09-24
481,Παράταση ως 6 μήνες και αναστολή καταβολής φορολογικών οφειλών στους πληγέντες από φυσικές καταστροφές,https://www.athensvoice.gr/epikairotita/ellada/815760/fusikes-katastrofes-ti-ishuei-gia-tis-forologikes-ofeiles-ton-pligedon/,2023-09-18,09:39:11,Newsroom,Φυσικές καταστροφές: Τι ισχύει για τις φορολογικές οφειλές των πληγέντων - Τι πρέπει να γνωρίζουν οι πολίτες,Ελλαδα,2023-09-18
482,Υποχρεωτική η ασφάλιση για μεσαίες και μεγάλες επιχειρήσεις για φυσικές καταστροφές,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/815639/mitsotakis-deth-ta-metra-gia-fusikes-katastrofes/,2023-09-16,18:37:00,Newsroom,Μητσοτάκης - 87η ΔΕΘ: Τα μέτρα για τις φυσικές καταστροφές - Υποχρεωτική ασφάλιση σε μεσαίες και μεγάλες επιχειρήσεις,Πολιτικη & Οικονομια,2023-09-16
483,Καρδιαγγειακά νοσήματα: Πρώτη αιτία θανάτου στις δυτικές κοινωνίες,https://www.athensvoice.gr/life/health-fitness/815285/kardiaggeiaka-nosimata-proti-aitia-thanatou-stis-dutikes-koinonies/,2023-09-13,15:17:54,Σοφία Νέτα,Πρώτη αιτία θανάτου στον δυτικό κόσμο τα καρδιαγγειακά νοσήματα,Health & Fitness,2023-09-13
484,Ερντογάν σε Κατερίνα Σακελλαροπούλου: Η Τουρκία είναι έτοιμη να στηρίξει την Ελλάδα,https://www.athensvoice.gr/epikairotita/politiki-oikonomia/815226/erdogan-sullupitiria-se-sakellaropoulou-gia-plimmures-purkagies/,2023-09-13,10:26:00,Newsroom,Συλλυπητήρια Ερντογάν σε Κατερίνα Σακελλαροπούλου για τα θύματα από τις πλημμύρες και πυρκαγιές - Δηλώνει ότι η Τουρκία είναι έτοιμη να στηρίξει την Ελλάδα,Πολιτικη & Οικονομια,2023-09-13
